Roof,1,1,219.5834,0,28.75,Yes
Roof,3,6,88.9167,0,28.75,No
Roof,4,8,0,0,28.75,Yes
Roof,5,25,14.4583,0,28.75,No
Roof,7,12,28.9167,0,28.75,Yes
Roof,8,27,43.9167,0,28.75,No
Roof,10,16,58.9167,0,28.75,Yes
Roof,11,29,73.9167,0,28.75,No
Roof,13,20,129.5834,0,28.75,Yes
Roof,14,31,144.5834,0,28.75,No
Roof,16,33,174.5834,0,28.75,No
Roof,17,35,204.5834,0,28.75,No
Roof,18,37,159.5834,0,28.75,Yes
Roof,19,39,189.5834,0,28.75,Yes
Roof,20,41,0,223.9167,28.75,Yes
Roof,21,43,28.9167,223.9167,28.75,No
Roof,22,45,58.9167,223.9167,28.75,No
Roof,23,47,88.9167,223.9167,28.75,No
Roof,24,49,112.4167,223.9167,28.75,Yes
Roof,25,51,43.9167,223.9167,28.75,No
Roof,26,53,73.9167,223.9167,28.75,No
Roof,27,55,14.4583,223.9167,28.75,No
Roof,28,57,219.5834,28.9167,28.75,Yes
Roof,29,59,219.5834,58.9167,28.75,Yes
Roof,31,63,219.5834,88.9167,28.75,Yes
Roof,32,65,219.5834,43.9167,28.75,No
Roof,33,67,219.5834,73.9167,28.75,No
Roof,34,69,219.5834,14.4583,28.75,No
Roof,35,71,219.5834,103.375,28.75,No
Roof,36,72,159.5834,117.8333,28.75,Yes
Roof,37,74,129.5834,117.8333,28.75,No
Roof,38,76,112.4167,117.8333,28.75,Yes
Roof,39,79,144.5834,117.8333,28.75,No
Roof,40,81,174.5834,117.8333,28.75,Yes
Roof,41,82,112.4167,150,28.75,No
Roof,42,84,112.4167,180,28.75,No
Roof,43,86,112.4167,210,28.75,No
Roof,44,89,112.4167,133.9167,28.75,No
Roof,45,91,112.4167,165,28.75,No
Roof,46,93,112.4167,195,28.75,No
Roof,47,94,0,28.9167,28.75,No
Roof,48,96,0,58.9167,28.75,No
Roof,49,98,0,88.9167,28.75,No
Roof,50,100,0,117.8333,28.75,No
Roof,51,102,0,150,28.75,No
Roof,52,104,0,180,28.75,No
Roof,53,106,0,210,28.75,No
Roof,55,111,0,43.9167,28.75,No
Roof,57,115,0,165,28.75,No
Roof,58,117,0,195,28.75,No
Roof,59,119,0,103.375,28.75,No
Roof,60,121,0,14.4583,28.75,No
Roof,56,127,204.5834,103.375,28.75,No
Roof,61,133,189.5834,103.375,28.75,No
Roof,63,131,174.5834,103.375,28.75,No
Roof,71,252,52.4167,117.8333,28.75,No
Roof,82,181,28.9167,28.9167,28.75,No
Roof,83,179,28.9167,58.9167,28.75,No
Roof,85,209,112.4167,28.9167,28.75,No
Roof,88,175,28.9167,88.9167,28.75,No
Roof,89,171,28.9167,117.8333,28.75,No
Roof,90,167,28.9167,150,28.75,No
Roof,91,224,28.9167,180,28.75,No
Roof,92,220,28.9167,210,28.75,No
Roof,98,207,88.9167,28.9167,28.75,No
Roof,106,211,129.5834,28.9167,28.75,No
Roof,107,215,129.5834,88.9167,28.75,No
Roof,112,213,159.5834,28.9167,28.75,No
Roof,113,195,159.5834,58.9167,28.75,No
Roof,114,217,159.5834,88.9167,28.75,No
Roof,119,203,189.5834,28.9167,28.75,No
Roof,120,192,189.5834,58.9167,28.75,No
Roof,121,201,189.5834,88.9167,28.75,No
Roof,122,196,189.5834,117.8333,28.75,No
Roof,127,165,219.5834,117.8333,28.75,No
Roof,6,188,58.9167,150,28.75,No
Roof,9,190,58.9167,28.9167,28.75,No
Roof,30,222,58.9167,210,28.75,No
Roof,54,226,58.9167,180,28.75,No
Roof,64,233,112.4167,87.8333,28.75,No
Roof,65,240,112.4167,57.8333,28.75,No
Roof,66,244,82.4167,57.8333,28.75,No
Roof,68,247,52.4167,87.8333,28.75,No
Roof,69,250,52.4167,57.8333,28.75,No
Roof,72,287,82.4167,117.8333,28.75,No
Roof,73,257,204.5834,117.8333,28.75,No
Roof,74,283,132.5834,58.9167,28.75,No
Roof,75,1538,82.4167,150,28.75,No
Roof,93,313,82.4167,164.75,28.75,No
Roof,95,316,82.4167,194,28.75,No
Roof,96,319,82.4167,134.75,28.75,No
Roof,67,1657,82.4167,223.9167,28.75,No
Roof,70,975,23.9167,117.8333,28.75,No
Roof,132,979,32.9167,117.8333,28.75,No
Roof,135,978,32.9167,112.5,28.75,No
Roof,138,980,32.9167,122.5,28.75,No
Roof,140,973,23.9167,112.5,28.75,No
Roof,141,977,23.9167,122.5,28.75,No
Roof,142,981,23.9167,83.5833,28.75,No
Roof,143,986,32.9167,83.5833,28.75,No
Roof,144,988,32.9167,93.5833,28.75,No
Roof,145,985,23.9167,93.5833,28.75,No
Roof,146,989,23.9167,53.5833,28.75,No
Roof,147,994,32.9167,53.5833,28.75,No
Roof,148,996,32.9167,63.5833,28.75,No
Roof,149,993,23.9167,63.5833,28.75,No
Roof,175,352,88.9167,11,28.75,No
Roof,176,1403,112.4167,11,28.75,No
Roof,179,4,114.7467,0,28.75,Yes
Roof,180,362,114.7467,11,28.75,No
Roof,181,997,23.9167,23.9167,28.75,No
Roof,182,1002,33.9167,23.9167,28.75,No
Roof,183,1004,33.9167,33.9167,28.75,No
Roof,184,1001,23.9167,33.9167,28.75,No
Roof,185,1005,53.9167,23.9167,28.75,No
Roof,186,1010,63.9167,23.9167,28.75,No
Roof,187,1012,63.9167,33.9167,28.75,No
Roof,188,1009,53.9167,33.9167,28.75,No
Roof,189,1166,83.9167,23.9167,28.75,No
Roof,190,1178,92.9167,23.9167,28.75,No
Roof,191,1016,92.9167,33.9167,28.75,No
Roof,192,1102,83.9167,33.9167,28.75,No
Roof,200,1031,134.5834,23.9167,28.75,No
Roof,201,1033,134.5834,33.9167,28.75,No
Roof,203,1026,126.5834,23.9167,28.75,No
Roof,204,1030,126.5834,33.9167,28.75,No
Roof,205,1034,154.5833,23.9167,28.75,No
Roof,206,1039,164.5833,23.9167,28.75,No
Roof,207,1041,164.5833,33.9167,28.75,No
Roof,208,1038,154.5833,33.9167,28.75,No
Roof,209,1042,184.5833,23.9167,28.75,No
Roof,210,1047,194.5833,23.9167,28.75,No
Roof,211,1049,194.5833,33.9167,28.75,No
Roof,212,1046,184.5833,33.9167,28.75,No
Roof,213,1050,154.5833,53.9167,28.75,No
Roof,214,1055,164.5833,53.9167,28.75,No
Roof,215,1057,164.5833,63.9167,28.75,No
Roof,216,1054,154.5833,63.9167,28.75,No
Roof,217,1058,184.5833,53.9167,28.75,No
Roof,218,1063,194.5833,53.9167,28.75,No
Roof,219,1065,194.5833,63.9167,28.75,No
Roof,220,1062,184.5833,63.9167,28.75,No
Roof,221,1066,154.5833,83.9167,28.75,No
Roof,222,1071,164.5833,83.9167,28.75,No
Roof,223,1073,164.5833,93.9167,28.75,No
Roof,224,1070,154.5833,93.9167,28.75,No
Roof,225,1074,184.5833,83.9167,28.75,No
Roof,226,1079,194.5833,83.9167,28.75,No
Roof,227,1110,194.5833,93.9167,28.75,No
Roof,228,1109,184.5833,93.9167,28.75,No
Roof,229,1081,194.5833,91.5833,28.75,No
Roof,230,1078,184.5833,91.5833,28.75,No
Roof,232,1083,134.5833,83.9167,28.75,No
Roof,233,1085,134.5833,93.9167,28.75,No
Roof,240,1162,137.0833,63.9167,28.75,No
Roof,242,1159,137.0833,53.9167,28.75,No
Roof,243,1155,129.0833,53.9167,28.75,No
Roof,244,1153,129.0833,63.9167,28.75,No
Roof,245,1100,83.9167,25.5833,28.75,No
Roof,246,1014,92.9167,25.5833,28.75,No
Roof,249,1018,108.4167,25.5833,28.75,No
Roof,250,1022,108.4167,33.9167,28.75,No
Roof,251,1023,115.4167,25.5833,28.75,No
Roof,252,1025,115.4167,33.9167,28.75,No
Roof,257,1087,23.9167,144.5,28.75,No
Roof,258,1092,33.9167,144.5,28.75,No
Roof,259,1095,53.9167,144.5,28.75,No
Roof,260,1103,63.9167,144.5,28.75,No
Roof,263,1088,28.9167,144.5,28.75,No
Roof,265,1096,58.9167,144.5,28.75,No
Roof,267,974,28.9167,112.5,28.75,No
Roof,268,976,28.9167,122.5,28.75,No
Roof,269,982,28.9167,83.5833,28.75,No
Roof,270,983,23.9167,88.9167,28.75,No
Roof,271,984,28.9167,93.5833,28.75,No
Roof,272,987,32.9167,88.9167,28.75,No
Roof,273,990,28.9167,53.5833,28.75,No
Roof,274,991,23.9167,58.9167,28.75,No
Roof,275,992,28.9167,63.5833,28.75,No
Roof,276,995,32.9167,58.9167,28.75,No
Roof,277,998,28.9167,23.9167,28.75,No
Roof,278,999,23.9167,28.9167,28.75,No
Roof,279,1000,28.9167,33.9167,28.75,No
Roof,280,1003,33.9167,28.9167,28.75,No
Roof,281,1006,58.9167,23.9167,28.75,No
Roof,282,1007,53.9167,28.9167,28.75,No
Roof,283,1008,58.9167,33.9167,28.75,No
Roof,284,1011,63.9167,28.9167,28.75,No
Roof,285,1013,88.9167,25.5833,28.75,No
Roof,286,1101,83.9167,28.9167,28.75,No
Roof,287,1017,88.9167,33.9167,28.75,No
Roof,288,1015,92.9167,28.9167,28.75,No
Roof,289,1019,112.4167,25.5833,28.75,No
Roof,290,1020,108.4167,28.9167,28.75,No
Roof,291,1021,112.4167,33.9167,28.75,No
Roof,292,1024,115.4167,28.9167,28.75,No
Roof,293,1027,129.5834,23.9167,28.75,No
Roof,294,1028,126.5834,28.9167,28.75,No
Roof,295,1029,129.5834,33.9167,28.75,No
Roof,296,1032,134.5834,28.9167,28.75,No
Roof,297,1035,159.5834,23.9167,28.75,No
Roof,298,1036,154.5833,28.9167,28.75,No
Roof,299,1037,159.5834,33.9167,28.75,No
Roof,300,1040,164.5833,28.9167,28.75,No
Roof,301,1043,189.5834,23.9167,28.75,No
Roof,302,1044,184.5833,28.9167,28.75,No
Roof,303,1045,189.5834,33.9167,28.75,No
Roof,304,1048,194.5833,28.9167,28.75,No
Roof,305,1051,159.5834,53.9167,28.75,No
Roof,306,1052,154.5833,58.9167,28.75,No
Roof,307,1053,159.5834,63.9167,28.75,No
Roof,308,1056,164.5833,58.9167,28.75,No
Roof,309,1059,189.5834,53.9167,28.75,No
Roof,310,1060,184.5833,58.9167,28.75,No
Roof,311,1061,189.5834,63.9167,28.75,No
Roof,312,1064,194.5833,58.9167,28.75,No
Roof,313,1067,159.5834,83.9167,28.75,No
Roof,314,1068,154.5833,88.9167,28.75,No
Roof,315,1069,159.5834,93.9167,28.75,No
Roof,316,1072,164.5833,88.9167,28.75,No
Roof,317,1075,189.5834,83.9167,28.75,No
Roof,318,1076,184.5833,88.9167,28.75,No
Roof,319,1077,189.5834,91.5833,28.75,No
Roof,320,1080,194.5833,88.9167,28.75,No
Roof,321,1082,129.5834,83.9167,28.75,No
Roof,323,1086,129.5834,93.9167,28.75,No
Roof,324,1084,134.5833,88.9167,28.75,No
Roof,327,1152,129.0833,58.9167,28.75,No
Roof,329,1160,137.0833,58.9167,28.75,No
Roof,330,1089,23.9167,150,28.75,No
Roof,331,1093,33.9167,150,28.75,No
Roof,332,1097,53.9167,150,28.75,No
Roof,333,1104,63.9167,150,28.75,No
Roof,334,1265,0,23.9167,28.75,No
Roof,335,1258,0,33.9167,28.75,No
Roof,337,1107,115.4167,23.9167,28.75,No
Roof,338,1321,219.5834,33.9167,28.75,No
Roof,339,1303,219.5834,23.9167,28.75,No
Roof,340,1339,219.5834,63.9167,28.75,No
Roof,341,1343,219.5834,53.9167,28.75,No
Roof,343,1143,112.4167,63.9167,28.75,No
Roof,344,1138,112.4167,53.9167,28.75,No
Roof,347,1253,32.9167,57.8333,28.75,No
Roof,348,1251,52.4167,63.5833,28.75,No
Roof,349,1248,0,63.5833,28.75,No
Roof,350,1255,0,53.5833,28.75,No
Roof,351,1237,0,93.5833,28.75,No
Roof,352,1244,0,83.5833,28.75,No
Roof,353,1247,52.4167,83.5833,28.75,No
Roof,355,1240,52.4167,93.5833,28.75,No
Roof,356,1144,112.4167,83.9167,28.75,No
Roof,358,1149,112.4167,93.9167,28.75,No
Roof,359,1336,219.5834,83.9167,28.75,No
Roof,360,1312,219.5834,93.9167,28.75,No
Roof,361,1234,52.4167,112.5,28.75,No
Roof,362,1235,0,112.5,28.75,No
Roof,363,1226,0,122.5,28.75,No
Roof,366,1220,0,144.5,28.75,No
Roof,368,1115,112.4167,144.5,28.75,No
Roof,369,1117,112.4167,122.5,28.75,No
Roof,371,1167,88.9167,23.9167,28.75,No
Roof,372,1442,114.7467,23.9167,28.75,No
Roof,373,1407,115.4167,11,28.75,No
Roof,374,1406,115.4167,0,28.75,No
Roof,383,1106,112.4167,23.9167,28.75,No
Roof,385,1243,52.4167,88.9167,28.75,No
Roof,386,1147,112.4167,88.9167,28.75,No
Roof,387,1108,189.5834,93.9167,28.75,No
Roof,390,1111,88.9167,150,28.75,No
Roof,393,1114,88.9167,144.5,28.75,No
Roof,394,1126,58.9167,117.8333,28.75,No
Roof,395,1127,58.9167,122.5,28.75,No
Roof,396,1116,88.9167,117.8333,28.75,No
Roof,397,1118,88.9167,122.5,28.75,No
Roof,398,1183,88.9167,180,28.75,No
Roof,399,1119,88.9167,210,28.75,No
Roof,400,1168,58.9167,53.5833,28.75,No
Roof,401,1171,58.9167,57.8333,28.75,No
Roof,402,1173,88.9167,53.5833,28.75,No
Roof,403,1174,88.9167,57.8333,28.75,No
Roof,415,1311,219.5834,91.5833,28.75,No
Roof,416,1346,164.5833,91.5833,28.75,No
Roof,417,1332,184.5833,117.8333,28.75,No
Roof,418,1334,194.5833,117.8333,28.75,No
Roof,422,1151,124.5833,63.9167,28.75,No
Roof,423,1187,23.9167,180,28.75,No
Roof,424,1191,33.9167,180,28.75,No
Roof,425,1199,53.9167,180,28.75,No
Roof,426,1194,63.9167,180,28.75,No
Roof,428,1128,53.9167,122.5,28.75,No
Roof,429,1230,63.9167,122.5,28.75,No
Roof,430,1272,23.9167,0,28.75,No
Roof,431,1277,33.9167,0,28.75,No
Roof,432,1281,53.9167,0,28.75,No
Roof,433,1285,63.9167,0,28.75,No
Roof,434,1410,126.5834,0,28.75,No
Roof,435,1413,134.5834,0,28.75,No
Roof,436,1416,154.5833,0,28.75,No
Roof,437,1419,164.5833,0,28.75,No
Roof,438,1422,184.5833,0,28.75,No
Roof,439,1425,194.5833,0,28.75,No
Roof,441,1270,53.9167,53.5833,28.75,No
Roof,442,1169,63.9167,53.5833,28.75,No
Roof,443,1172,83.9167,53.5833,28.75,No
Roof,444,1176,92.9167,53.5833,28.75,No
Roof,445,1137,108.4167,53.5833,28.75,No
Roof,449,1129,33.9167,210,28.75,No
Roof,450,1131,53.9167,210,28.75,No
Roof,451,1133,63.9167,210,28.75,No
Roof,452,1135,23.9167,210,28.75,No
Roof,453,1477,33.9167,223.9167,28.75,No
Roof,454,1478,53.9167,223.9167,28.75,No
Roof,455,1480,63.9167,223.9167,28.75,No
Roof,456,1482,23.9167,223.9167,28.75,No
Roof,459,1140,115.4167,53.9167,28.75,No
Roof,461,1139,108.4167,57.8333,28.75,No
Roof,467,1141,115.4167,58.0283,28.75,No
Roof,468,1142,115.4167,63.9167,28.75,No
Roof,469,1145,115.4167,83.9167,28.75,No
Roof,470,1146,115.4167,88.9167,28.75,No
Roof,471,1148,115.4167,93.9167,28.75,No
Roof,472,1384,115.4167,117.8333,28.75,No
Roof,473,1150,124.5833,58.6242,28.75,No
Roof,474,1154,124.5833,53.9167,28.75,No
Roof,475,1157,122.9065,33.9167,28.75,No
Roof,476,1156,122.9065,28.9167,28.75,No
Roof,478,1158,132.5834,53.9167,28.75,No
Roof,479,1161,132.5834,63.9167,28.75,No
Roof,481,1163,138.6742,83.9167,28.75,No
Roof,482,1164,138.6742,88.9167,28.75,No
Roof,483,1165,138.6742,93.9167,28.75,No
Roof,484,1375,138.6742,117.8333,28.75,No
Roof,485,1181,122.9065,23.9167,28.75,No
Roof,486,1408,122.9065,0,28.75,No
Roof,487,1170,63.9167,57.8333,28.75,No
Roof,488,1175,83.9167,57.8333,28.75,No
Roof,489,1177,92.9167,57.8333,28.75,No
Roof,490,1291,83.9167,0,28.75,No
Roof,491,1399,92.9167,11,28.75,No
Roof,492,1179,108.4167,23.9167,28.75,No
Roof,493,1401,108.4167,11,28.75,No
Roof,496,1180,122.9065,24.4654,28.75,No
Roof,499,1186,23.9167,165,28.75,No
Roof,501,1185,28.9167,165,28.75,No
Roof,502,1192,63.9167,165,28.75,No
Roof,505,1190,33.9167,165,28.75,No
Roof,506,1193,58.9167,165,28.75,No
Roof,509,1198,53.9167,165,28.75,No
Roof,511,1201,43.9167,210,28.75,No
Roof,512,1202,73.9167,210,28.75,No
Roof,513,1203,14.4583,210,28.75,No
Roof,517,1207,14.4583,180,28.75,No
Roof,518,1208,73.9167,180,28.75,No
Roof,519,1209,43.9167,180,28.75,No
Roof,520,1210,14.4583,165,28.75,No
Roof,522,1212,43.9167,165,28.75,No
Roof,526,1217,14.4583,150,28.75,No
Roof,527,1218,43.9167,150,28.75,No
Roof,528,1219,73.9167,150,28.75,No
Roof,529,1221,14.4583,144.5,28.75,No
Roof,530,1222,43.9167,144.5,28.75,No
Roof,531,1223,73.9167,144.5,28.75,No
Roof,532,1225,14.4583,122.5,28.75,No
Roof,533,1232,73.9167,122.5,28.75,No
Roof,534,1228,43.4167,122.5,28.75,No
Roof,535,1224,14.4583,117.8333,28.75,No
Roof,536,1227,42.6667,117.8333,28.75,No
Roof,538,1229,63.9167,117.8333,28.75,No
Roof,539,1231,73.9167,117.8333,28.75,No
Roof,540,1233,42.6667,112.5,28.75,No
Roof,541,1236,14.4583,112.5,28.75,No
Roof,542,1238,14.4583,93.5833,28.75,No
Roof,543,1239,42.6667,93.5833,28.75,No
Roof,544,1241,14.4583,88.9167,28.75,No
Roof,545,1242,42.6667,88.9167,28.75,No
Roof,546,1245,14.4583,83.5833,28.75,No
Roof,547,1246,42.6667,83.5833,28.75,No
Roof,548,1249,14.4583,63.5833,28.75,No
Roof,549,1250,42.6667,63.5833,28.75,No
Roof,550,1252,14.4583,58.9167,28.75,No
Roof,551,1254,42.6667,57.8333,28.75,No
Roof,552,1256,14.4583,53.5833,28.75,No
Roof,553,1257,42.6667,53.5833,28.75,No
Roof,554,1259,14.4583,33.9167,28.75,No
Roof,555,1260,14.4583,43.9167,28.75,No
Roof,556,1261,23.9167,43.9167,28.75,No
Roof,557,1262,28.9167,43.9167,28.75,No
Roof,558,1263,14.4583,28.9167,28.75,No
Roof,559,1264,33.4082,43.9167,28.75,No
Roof,560,1266,14.4583,23.9167,28.75,No
Roof,561,1267,43.2024,33.9167,28.75,No
Roof,562,1268,42.9303,43.9167,28.75,No
Roof,563,1269,53.9167,43.9167,28.75,No
Roof,564,1271,14.4583,14.4583,28.75,No
Roof,565,1273,23.9167,14.4583,28.75,No
Roof,566,1274,43.2024,28.9167,28.75,No
Roof,567,1275,28.9167,14.4583,28.75,No
Roof,568,1279,43.2024,23.9167,28.75,No
Roof,569,1278,33.9167,14.4583,28.75,No
Roof,571,1276,58.9167,43.9167,28.75,No
Roof,572,1280,43.5595,14.4583,28.75,No
Roof,573,1282,53.9167,14.4583,28.75,No
Roof,574,1283,58.9167,14.4583,28.75,No
Roof,575,1284,63.9167,43.9167,28.75,No
Roof,576,1286,63.9167,14.4583,28.75,No
Roof,577,1295,83.9167,43.9167,28.75,No
Roof,578,1288,73.9167,23.9167,28.75,No
Roof,579,1287,73.9167,14.4583,28.75,No
Roof,580,1289,73.9167,28.9167,28.75,No
Roof,581,1290,73.9167,25.5833,28.75,No
Roof,582,1292,83.9167,14.4583,28.75,No
Roof,583,1293,73.9167,33.9167,28.75,No
Roof,584,1294,73.9167,43.9167,28.75,No
Roof,585,1296,73.9167,53.5833,28.75,No
Roof,586,1297,73.9167,57.8333,28.75,No
Roof,587,1398,88.9167,14.4583,28.75,No
Roof,588,1298,88.9167,43.9167,28.75,No
Roof,589,1299,92.9167,43.9167,28.75,No
Roof,590,1310,204.5834,93.9167,28.75,No
Roof,591,1314,194.5833,43.9167,28.75,No
Roof,592,1315,194.5833,73.9167,28.75,No
Roof,593,1306,144.5834,23.9167,28.75,No
Roof,594,1323,174.5834,23.9167,28.75,No
Roof,595,1301,204.5834,14.4583,28.75,No
Roof,596,1300,194.5833,14.4583,28.75,No
Roof,597,1302,204.5834,23.9167,28.75,No
Roof,598,1304,108.4167,43.9167,28.75,No
Roof,599,1319,144.5834,93.9167,28.75,No
Roof,600,1305,204.5834,28.9167,28.75,No
Roof,601,1307,144.5834,28.9167,28.75,No
Roof,602,1308,88.9167,133.9167,28.75,No
Roof,603,1309,204.5834,91.5833,28.75,No
Roof,604,1313,189.5834,43.9167,28.75,No
Roof,605,1316,189.5834,73.9167,28.75,No
Roof,606,1317,189.5834,14.4583,28.75,No
Roof,607,1318,144.5834,88.9167,28.75,No
Roof,608,1320,204.5834,33.9167,28.75,No
Roof,609,1322,144.5834,33.9167,28.75,No
Roof,610,1324,174.5834,28.9167,28.75,No
Roof,611,1325,204.5834,88.9167,28.75,No
Roof,612,1326,184.5833,14.4583,28.75,No
Roof,613,1327,144.5834,83.9167,28.75,No
Roof,614,1328,73.9167,133.9167,28.75,No
Roof,615,1329,174.5834,93.9167,28.75,No
Roof,616,1330,159.5834,103.375,28.75,No
Roof,617,1331,184.5833,103.375,28.75,No
Roof,618,1333,194.5833,103.375,28.75,No
Roof,619,1335,204.5834,83.9167,28.75,No
Roof,620,1337,204.5834,73.9167,28.75,No
Roof,621,1338,204.5834,63.9167,28.75,No
Roof,622,1340,184.5833,73.9167,28.75,No
Roof,623,1341,204.5834,58.9167,28.75,No
Roof,624,1344,164.5833,73.9167,28.75,No
Roof,625,1342,204.5834,53.9167,28.75,No
Roof,626,1345,159.5834,73.9167,28.75,No
Roof,627,1347,174.5834,91.5833,28.75,No
Roof,628,1348,174.5834,88.9167,28.75,No
Roof,629,1349,174.5834,83.9167,28.75,No
Roof,630,1350,204.5834,43.9167,28.75,No
Roof,631,1351,184.5833,43.9167,28.75,No
Roof,632,1352,174.5834,14.4583,28.75,No
Roof,633,1353,174.5834,73.9167,28.75,No
Roof,634,1354,174.5834,33.9167,28.75,No
Roof,635,1355,154.5833,73.9167,28.75,No
Roof,636,1361,164.5833,43.9167,28.75,No
Roof,637,1356,164.5833,14.4583,28.75,No
Roof,638,1357,174.5834,63.9167,28.75,No
Roof,639,1358,159.5834,14.4583,28.75,No
Roof,640,1363,145.8333,53.9167,28.75,No
Roof,641,1368,137.8788,73.9167,28.75,No
Roof,642,1359,144.5834,103.375,28.75,No
Roof,643,1360,174.5834,43.9167,28.75,No
Roof,644,1362,174.5834,58.9167,28.75,No
Roof,645,1364,145.8333,58.9167,28.75,No
Roof,646,1365,174.5834,53.9167,28.75,No
Roof,647,1366,145.8333,63.9167,28.75,No
Roof,648,1367,159.5834,43.9167,28.75,No
Roof,649,253,133.5834,73.9167,28.75,No
Roof,650,1370,144.0834,73.9167,28.75,No
Roof,651,1371,154.5833,14.4583,28.75,No
Roof,652,1372,154.5833,43.9167,28.75,No
Roof,653,1373,129.3334,73.9167,28.75,No
Roof,654,1374,138.6742,103.375,28.75,No
Roof,656,1377,129.5834,103.375,28.75,No
Roof,657,1378,144.5834,14.4583,28.75,No
Roof,658,1379,145.2084,43.9167,28.75,No
Roof,659,1380,115.4167,73.9167,28.75,No
Roof,660,1381,124.5833,103.375,28.75,No
Roof,661,1382,115.4167,103.375,28.75,No
